"Name";"Position";"Club";"Age";"Int Caps";"Int Goals";"Wage";"Value";"Sale Value";"Best Rating";"Best Pot Rating";"Squad Rep";"Squad Status";"GK Rating";"SW Rating";"DL Rating";"DC Rating";"DR Rating";"WBL Rating";"WBR Rating";"DM Rating";"ML Rating";"MC Rating";"MR Rating";"AML Rating";"AMC Rating";"AMR Rating";"FS Rating";"TS Rating";"GK Pot Rating";"SW Pot Rating";"DL Pot Rating";"DC Pot Rating";"DR Pot Rating";"WBL Pot Rating";"WBR Pot Rating";"DM Pot Rating";"ML Pot Rating";"MC Pot Rating";"MR Pot Rating";"AML Pot Rating";"AMC Pot Rating";"AMR Pot Rating";"FS Pot Rating";"TS Pot Rating";"Unique ID";"Club ID"
"Pellegrino, Fernando";"GK";"Defensa y Justicia";"29";"0";"0";"1.020";"202.110";"289.900";"67,6% (GK)";"69,7% (GK)";"4950";"First Team";"67,62%";"49,93%";"41,27%";"52,20%";"41,27%";"41,35%";"41,35%";"48,86%";"47,34%";"48,68%";"47,34%";"47,34%";"44,25%";"47,34%";"45,19%";"52,42%";"69,66%";"51,12%";"42,48%";"53,21%";"42,48%";"42,52%";"42,52%";"50,16%";"48,54%";"49,98%";"48,54%";"48,54%";"45,37%";"48,54%";"46,36%";"53,48%";"964267";"108526"
"Sánchez Sotelo, Juan";"ST";"Defensa y Justicia";"28";"0";"0";"2.000";"859.310";"1.532.720";"68,9% (FS)";"72,3% (FS)";"4950";"First Team";"29,73%";"52,13%";"57,89%";"50,58%";"57,89%";"58,05%";"58,05%";"58,45%";"64,13%";"61,36%";"64,13%";"64,13%";"60,35%";"64,13%";"68,88%";"66,72%";"31,19%";"54,75%";"60,58%";"52,86%";"60,58%";"60,73%";"60,73%";"61,20%";"67,05%";"64,30%";"67,05%";"67,05%";"63,40%";"67,05%";"72,29%";"69,51%";"14010222";"108526"
"Santillo, Pablo";"GK";"Defensa y Justicia";"35";"0";"0";"1.160";"49.740";"57.240";"62,4% (GK)";"62,4% (GK)";"4950";"Backup";"62,35%";"49,78%";"48,77%";"47,78%";"48,77%";"47,25%";"47,25%";"47,52%";"45,80%";"46,38%";"45,80%";"45,80%";"43,14%";"45,80%";"45,83%";"48,39%";"62,35%";"49,78%";"48,77%";"47,78%";"48,77%";"47,25%";"47,25%";"47,62%";"45,80%";"46,52%";"45,80%";"45,80%";"43,14%";"45,80%";"45,83%";"48,39%";"951062";"108526"
"Silva, Facundo";"AM/F C";"Defensa y Justicia";"25";"0";"0";"790";"71.150";"110.020";"62,8% (FS)";"64,8% (FS)";"4950";"Rotation";"30,27%";"47,98%";"53,22%";"45,47%";"53,22%";"53,71%";"53,71%";"53,28%";"58,90%";"58,79%";"58,90%";"58,90%";"60,86%";"58,90%";"62,84%";"56,28%";"31,19%";"49,69%";"55,06%";"47,00%";"55,06%";"55,52%";"55,52%";"55,04%";"60,66%";"60,74%";"60,66%";"60,66%";"62,66%";"60,66%";"64,78%";"57,93%";"14019891";"108526"
"Strillevsky, Germán";"ST";"Defensa y Justicia";"24";"0";"0";"1.130";"222.040";"199.530";"62,7% (FS)";"63,7% (FS)";"4950";"Backup";"30,18%";"50,06%";"54,04%";"47,17%";"54,04%";"54,42%";"54,42%";"53,34%";"58,99%";"56,37%";"58,99%";"58,99%";"55,13%";"58,99%";"62,70%";"60,61%";"30,60%";"50,94%";"55,01%";"47,98%";"55,01%";"55,37%";"55,37%";"54,44%";"59,95%";"57,57%";"59,95%";"59,95%";"56,04%";"59,95%";"63,73%";"61,51%";"14060164";"108526"
"Tonetto, Diego";"AM L";"Defensa y Justicia";"27";"0";"0";"1.490";"726.950";"616.040";"63,8% (W)";"66,5% (W)";"4950";"Backup";"28,77%";"48,36%";"55,26%";"44,36%";"55,26%";"55,56%";"55,56%";"53,26%";"63,79%";"56,04%";"59,38%";"63,63%";"55,90%";"59,38%";"61,66%";"52,86%";"30,19%";"50,80%";"57,84%";"46,59%";"57,84%";"58,07%";"58,07%";"55,51%";"66,53%";"58,24%";"61,93%";"66,37%";"58,53%";"61,93%";"64,47%";"55,23%";"14003664";"108526"
"Vella, Luciano";"D/WB R";"Defensa y Justicia";"34";"0";"0";"1.780";"86.060";"152.450";"67,4% (FB)";"67,4% (FB)";"4950";"First Team";"31,60%";"57,11%";"62,74%";"56,34%";"67,40%";"62,22%";"66,68%";"60,58%";"63,54%";"62,37%";"63,54%";"63,54%";"57,14%";"63,54%";"59,12%";"57,81%";"31,60%";"57,11%";"62,74%";"56,34%";"67,40%";"62,22%";"66,68%";"60,68%";"63,54%";"62,50%";"63,54%";"63,54%";"57,14%";"63,54%";"59,12%";"57,81%";"954832";"108526"
"Yacuzzi, Javier";"D/WB/M L";"Defensa y Justicia";"36";"0";"0";"1.900";"60.210";"107.890";"68,9% (W)";"68,9% (W)";"4950";"First Team";"32,95%";"55,35%";"67,88%";"53,36%";"63,61%";"67,00%";"62,79%";"62,42%";"68,87%";"64,16%";"64,11%";"64,11%";"58,79%";"64,11%";"59,48%";"54,04%";"32,95%";"55,35%";"67,88%";"53,36%";"63,61%";"67,00%";"62,79%";"62,27%";"68,87%";"63,96%";"64,11%";"64,11%";"58,79%";"64,11%";"59,48%";"54,04%";"956460";"108526"
"Anselmo, Federico";"ST";"Estudiantes (LP)";"21";"0";"0";"1.090";"250.500";"401.090";"68,3% (TS)";"74,2% (TS)";"6600";"Hot Prospect";"33,80%";"57,20%";"53,52%";"56,72%";"53,52%";"53,42%";"53,42%";"55,68%";"57,82%";"58,22%";"57,82%";"57,82%";"54,17%";"57,82%";"64,69%";"68,31%";"37,04%";"62,85%";"59,37%";"61,65%";"59,37%";"59,24%";"59,24%";"61,20%";"64,16%";"63,96%";"64,16%";"64,16%";"60,90%";"64,16%";"72,09%";"74,21%";"14047023";"85"
"Auzqui, Carlos";"AM R, ST";"Estudiantes (LP)";"24";"0";"0";"3.710";"711.470";"882.400";"69,6% (W)";"71,1% (W)";"6600";"Rotation";"38,76%";"59,38%";"68,45%";"56,67%";"68,45%";"67,28%";"67,28%";"61,90%";"64,83%";"62,80%";"68,54%";"68,96%";"54,89%";"69,65%";"63,42%";"63,03%";"39,51%";"60,65%";"69,73%";"57,81%";"69,73%";"68,52%";"68,52%";"62,92%";"66,16%";"63,75%";"69,94%";"70,37%";"56,32%";"71,08%";"64,95%";"64,30%";"14026623";"85"
"Barbona, David";"AM LC";"Estudiantes (LP)";"20";"0";"0";"2.660";"1.661.550";"3.191.180";"70,0% (W)";"78,4% (W)";"6600";"Rotation";"37,29%";"58,17%";"64,72%";"55,98%";"64,72%";"64,69%";"64,69%";"61,88%";"69,52%";"68,92%";"65,36%";"70,05%";"64,78%";"65,36%";"62,92%";"57,76%";"41,31%";"65,20%";"72,44%";"62,21%";"72,44%";"72,29%";"72,29%";"69,06%";"77,78%";"76,79%";"73,13%";"78,37%";"73,34%";"73,13%";"70,97%";"64,28%";"14102336";"85"
"Cerutti, Ezequiel";"AM RL, ST";"Estudiantes (LP)";"24";"0";"0";"4.250";"2.501.000";"4.432.300";"68,4% (W)";"72,5% (FS)";"6600";"First Team";"34,03%";"48,02%";"56,60%";"45,43%";"56,60%";"58,18%";"58,18%";"55,97%";"63,68%";"60,44%";"67,32%";"68,25%";"59,35%";"68,41%";"68,31%";"59,31%";"36,01%";"51,52%";"60,24%";"48,53%";"60,24%";"61,74%";"61,74%";"59,23%";"67,33%";"63,66%";"71,18%";"72,16%";"63,11%";"72,34%";"72,47%";"62,72%";"14030753";"85"
"Damonte, Israel";"DM";"Estudiantes (LP)";"34";"0";"0";"2.570";"145.320";"242.930";"74,4% (M)";"74,0% (M)";"6600";"Rotation";"33,74%";"64,00%";"72,38%";"69,30%";"72,38%";"70,74%";"70,74%";"73,40%";"71,19%";"74,39%";"71,19%";"68,75%";"59,34%";"66,93%";"62,87%";"66,52%";"33,74%";"64,00%";"72,38%";"69,30%";"72,38%";"70,74%";"70,74%";"73,10%";"71,19%";"73,98%";"71,19%";"68,75%";"59,34%";"66,93%";"62,87%";"66,52%";"952995";"85"
"Desábato, Leandro";"D C";"Estudiantes (LP)";"36";"4";"0";"3.520";"90.730";"97.760";"76,7% (CB)";"76,7% (CB)";"6600";"Key Player";"32,08%";"67,38%";"67,62%";"76,72%";"63,47%";"60,93%";"60,93%";"62,12%";"56,41%";"58,65%";"56,41%";"56,41%";"47,06%";"56,41%";"52,08%";"64,83%";"32,08%";"67,38%";"67,62%";"76,72%";"63,47%";"60,93%";"60,93%";"62,35%";"56,41%";"58,95%";"56,41%";"56,41%";"47,06%";"56,41%";"52,08%";"64,83%";"3100292";"85"
"Domínguez, Sebastián";"D C";"Estudiantes (LP)";"35";"7";"0";"3.140";"90.730";"99.760";"75,7% (CB)";"75,7% (CB)";"6600";"First Team";"33,16%";"67,95%";"66,27%";"75,74%";"66,27%";"64,22%";"64,22%";"70,08%";"63,10%";"64,84%";"63,10%";"63,10%";"56,06%";"63,10%";"59,61%";"68,34%";"33,16%";"67,95%";"66,27%";"75,74%";"66,27%";"64,22%";"64,22%";"71,35%";"63,10%";"66,48%";"63,10%";"63,10%";"56,06%";"63,10%";"59,61%";"68,34%";"6300114";"85"
"Fernández, Gastón";"AM LC, F C";"Estudiantes (LP)";"32";"0";"0";"2.630";"272.170";"559.520";"74,5% (FS)";"74,5% (FS)";"6600";"Rotation";"30,24%";"51,93%";"58,11%";"49,19%";"58,11%";"59,32%";"59,32%";"60,21%";"67,51%";"64,08%";"67,51%";"72,05%";"73,02%";"71,37%";"74,55%";"63,08%";"30,24%";"51,93%";"58,11%";"49,19%";"58,11%";"59,32%";"59,32%";"60,81%";"67,51%";"64,90%";"67,51%";"72,05%";"73,02%";"71,37%";"74,55%";"63,08%";"6300064";"85"
"Gil Romero, Gastón";"DM";"Estudiantes (LP)";"22";"0";"0";"3.920";"2.375.950";"4.204.440";"72,1% (DM)";"78,4% (M)";"6600";"First Team";"35,63%";"64,73%";"69,95%";"65,50%";"69,95%";"68,08%";"68,08%";"72,13%";"66,74%";"72,03%";"66,74%";"66,74%";"60,16%";"66,74%";"60,20%";"61,22%";"37,91%";"68,86%";"74,32%";"69,11%";"74,32%";"72,39%";"72,39%";"77,96%";"71,10%";"78,42%";"71,10%";"71,10%";"64,71%";"71,10%";"64,75%";"64,89%";"14035446";"85"
"Gil, Leonardo";"DM, M LC";"Estudiantes (LP)";"24";"2";"0";"3.500";"2.276.200";"4.232.800";"69,5% (W)";"73,1% (M)";"6600";"First Team";"32,31%";"59,23%";"67,49%";"57,66%";"67,49%";"66,61%";"66,61%";"68,32%";"69,52%";"68,89%";"65,15%";"65,15%";"58,60%";"65,15%";"60,59%";"58,44%";"33,58%";"61,36%";"69,77%";"59,56%";"69,77%";"68,86%";"68,86%";"72,01%";"72,00%";"73,14%";"67,47%";"67,47%";"61,00%";"67,47%";"63,00%";"60,44%";"14010532";"85"
"Graciani, Gabriel";"AM R";"Estudiantes (LP)";"23";"0";"0";"3.480";"735.030";"931.870";"70,4% (W)";"74,5% (W)";"6600";"Rotation";"33,04%";"56,64%";"62,57%";"55,49%";"66,15%";"62,67%";"66,66%";"60,90%";"65,49%";"63,01%";"70,35%";"65,49%";"61,61%";"70,18%";"63,63%";"59,34%";"34,96%";"60,11%";"66,49%";"58,61%";"70,29%";"66,51%";"70,75%";"64,57%";"69,35%";"66,76%";"74,50%";"69,35%";"65,50%";"74,32%";"67,62%";"62,53%";"14023267";"85"
"Jara, Leonardo";"D/WB R, M RC";"Estudiantes (LP)";"24";"0";"0";"3.970";"2.375.950";"4.224.610";"72,7% (W)";"74,2% (W)";"6600";"First Team";"36,51%";"57,12%";"65,66%";"59,61%";"70,28%";"65,20%";"70,04%";"64,34%";"68,15%";"71,88%";"72,73%";"68,15%";"62,08%";"72,35%";"62,72%";"59,04%";"37,23%";"58,34%";"66,99%";"60,72%";"71,70%";"66,51%";"71,45%";"65,42%";"69,54%";"72,99%";"74,21%";"69,54%";"63,61%";"73,82%";"64,19%";"60,17%";"14021845";"85"
"Maxi Núñez";"AM RL, ST";"Estudiantes (LP)";"29";"0";"0";"3.280";"1.048.670";"1.341.680";"68,0% (W)";"71,8% (W)";"6600";"Rotation";"31,99%";"49,13%";"58,43%";"45,88%";"58,43%";"59,16%";"59,16%";"56,39%";"63,30%";"59,56%";"67,32%";"67,65%";"64,36%";"68,00%";"67,20%";"54,75%";"33,96%";"52,50%";"61,95%";"48,89%";"61,95%";"62,60%";"62,60%";"59,96%";"66,88%";"63,25%";"71,13%";"71,48%";"68,34%";"71,85%";"71,25%";"58,11%";"14011252";"85"
"Mendoza, Diego";"ST";"Estudiantes (LP)";"23";"0";"0";"2.640";"1.501.000";"1.901.600";"66,8% (TS)";"68,4% (TS)";"6600";"Backup";"29,52%";"54,58%";"54,55%";"52,86%";"54,55%";"54,40%";"54,40%";"55,38%";"59,53%";"57,92%";"59,53%";"59,53%";"55,45%";"59,53%";"65,19%";"66,77%";"30,34%";"56,04%";"56,05%";"54,14%";"56,05%";"55,92%";"55,92%";"56,56%";"61,17%";"59,09%";"61,17%";"61,17%";"57,10%";"61,17%";"67,10%";"68,39%";"14046986";"85"
"Navarro, Hilario";"GK";"Estudiantes (LP)";"35";"0";"0";"2.670";"111.750";"119.250";"70,5% (GK)";"70,5% (GK)";"6600";"Backup";"70,54%";"49,89%";"46,62%";"48,64%";"46,62%";"45,82%";"45,82%";"50,97%";"49,02%";"50,47%";"49,02%";"49,02%";"44,10%";"49,02%";"45,68%";"51,77%";"70,54%";"49,89%";"46,62%";"48,64%";"46,62%";"45,82%";"45,82%";"50,81%";"49,02%";"50,27%";"49,02%";"49,02%";"44,10%";"49,02%";"45,68%";"51,77%";"79000036";"85"
"Orihuela, Matías";"D/WB/AM L";"Estudiantes (LP)";"23";"0";"0";"1.870";"726.950";"940.880";"66,7% (W)";"69,1% (W)";"6600";"Backup";"30,57%";"53,41%";"64,04%";"51,75%";"59,84%";"64,01%";"59,81%";"56,53%";"66,65%";"58,56%";"62,04%";"66,31%";"57,77%";"62,04%";"59,31%";"52,14%";"31,81%";"55,51%";"66,44%";"53,63%";"62,07%";"66,35%";"62,00%";"58,94%";"69,08%";"61,10%";"64,30%";"68,72%";"60,08%";"64,30%";"61,68%";"54,10%";"14115264";"85"
"Rosales, Pablo";"D/WB RL";"Estudiantes (LP)";"23";"0";"0";"2.510";"1.311.750";"2.676.720";"67,4% (FB)";"70,1% (FB)";"6600";"First Team";"34,84%";"58,74%";"67,12%";"58,27%";"67,37%";"66,04%";"66,04%";"59,56%";"61,67%";"59,70%";"61,67%";"61,67%";"54,37%";"61,67%";"58,19%";"58,69%";"36,20%";"61,17%";"69,88%";"60,37%";"70,14%";"68,71%";"68,71%";"61,96%";"64,24%";"62,10%";"64,24%";"64,24%";"57,01%";"64,24%";"60,90%";"60,76%";"14035454";"85"
"Sarulyte, Matías";"D C";"Estudiantes (LP)";"26";"0";"0";"1.940";"1.061.650";"2.275.990";"69,2% (CB)";"70,1% (CB)";"6600";"Rotation";"31,96%";"63,54%";"61,26%";"69,19%";"65,03%";"59,44%";"59,44%";"60,56%";"56,59%";"58,65%";"56,59%";"56,59%";"50,58%";"56,59%";"52,95%";"59,03%";"32,38%";"64,43%";"62,23%";"70,05%";"66,06%";"60,39%";"60,39%";"61,15%";"57,55%";"59,17%";"57,55%";"57,55%";"51,49%";"57,55%";"53,90%";"59,87%";"14011141";"85"
"Schunke, Jonathan";"D C";"Estudiantes (LP)";"28";"0";"0";"3.280";"563.120";"709.900";"72,5% (CB)";"73,1% (CB)";"6600";"First Team";"32,35%";"64,33%";"60,33%";"72,50%";"60,33%";"58,14%";"58,14%";"58,90%";"55,57%";"57,10%";"55,57%";"55,57%";"49,21%";"55,57%";"51,98%";"64,53%";"32,67%";"64,86%";"60,77%";"73,11%";"60,77%";"58,56%";"58,56%";"60,46%";"56,01%";"59,04%";"56,01%";"56,01%";"49,73%";"56,01%";"52,53%";"64,98%";"14009263";"85"
"Umere, Elías";"ST";"Estudiantes (LP)";"20";"0";"0";"1.020";"250.500";"395.800";"65,0% (FS)";"76,1% (FS)";"6600";"Hot Prospect";"32,08%";"53,22%";"58,30%";"49,96%";"58,30%";"58,71%";"58,71%";"56,09%";"61,83%";"59,05%";"61,83%";"61,83%";"59,55%";"61,83%";"65,00%";"58,51%";"36,92%";"61,75%";"67,35%";"57,36%";"67,35%";"67,75%";"67,75%";"64,74%";"71,53%";"68,09%";"71,53%";"71,53%";"70,18%";"71,53%";"76,11%";"67,36%";"14149932";"85"
"Bangardino, Pablo";"GK";"Gimnasia (LP)";"31";"0";"0";"1.520";"232.190";"195.940";"61,6% (GK)";"62,7% (GK)";"5950";"Backup";"61,64%";"46,73%";"45,78%";"44,75%";"45,78%";"45,41%";"45,41%";"49,85%";"49,29%";"50,04%";"49,29%";"49,29%";"47,17%";"49,29%";"47,34%";"49,38%";"62,70%";"47,42%";"46,45%";"45,36%";"46,45%";"46,07%";"46,07%";"50,64%";"49,99%";"50,84%";"49,99%";"49,99%";"47,83%";"49,99%";"48,01%";"50,05%";"965120";"87"
"Barsottini, Osvaldo";"SW, D C";"Gimnasia (LP)";"34";"0";"0";"1.870";"161.420";"313.500";"73,3% (CB)";"73,3% (CB)";"5950";"First Team";"39,49%";"69,60%";"63,72%";"73,27%";"63,72%";"61,96%";"61,96%";"62,03%";"58,91%";"61,34%";"58,91%";"58,91%";"52,49%";"58,91%";"55,80%";"64,03%";"39,49%";"69,60%";"63,72%";"73,27%";"63,72%";"61,96%";"61,96%";"62,26%";"58,91%";"61,65%";"58,91%";"58,91%";"52,49%";"58,91%";"55,80%";"64,03%";"950324";"87"
"Benavídez, Nicolás";"D/WB L";"Gimnasia (LP)";"24";"0";"0";"1.600";"338.120";"302.930";"66,8% (FB)";"70,0% (FB)";"5950";"Backup";"33,43%";"54,00%";"66,80%";"53,16%";"62,18%";"65,96%";"61,40%";"59,39%";"62,57%";"61,19%";"62,57%";"62,57%";"57,97%";"62,57%";"58,27%";"53,77%";"34,96%";"56,76%";"69,95%";"55,58%";"65,11%";"69,02%";"64,25%";"62,26%";"65,41%";"64,11%";"65,41%";"65,41%";"60,87%";"65,41%";"61,26%";"56,16%";"14035496";"87"
"Benítez, Oliver";"D LC";"Gimnasia (LP)";"24";"0";"0";"1.680";"453.640";"580.710";"69,5% (CB)";"70,8% (CB)";"5950";"First Team";"35,33%";"63,10%";"67,11%";"69,48%";"62,89%";"61,44%";"61,44%";"61,86%";"60,76%";"61,17%";"60,76%";"60,76%";"53,54%";"60,76%";"55,82%";"61,19%";"36,02%";"64,44%";"68,61%";"70,80%";"64,29%";"62,78%";"62,78%";"63,12%";"62,01%";"62,38%";"62,01%";"62,01%";"54,76%";"62,01%";"57,05%";"62,27%";"14027416";"87"
"Bonnín, Yair";"GK";"Gimnasia (LP)";"25";"0";"0";"1.200";"650.650";"1.474.600";"63,7% (GK)";"66,2% (GK)";"5950";"First Team";"63,72%";"45,55%";"45,21%";"41,88%";"45,21%";"44,33%";"44,33%";"49,41%";"48,64%";"49,34%";"48,64%";"48,64%";"46,09%";"48,64%";"46,07%";"47,07%";"66,23%";"47,05%";"46,70%";"43,18%";"46,70%";"45,74%";"45,74%";"50,60%";"50,08%";"50,33%";"50,08%";"50,08%";"47,39%";"50,08%";"47,43%";"48,36%";"14027414";"87"
"Brum, Roberto";"DM, M RC";"Gimnasia (LP)";"32";"0";"0";"2.330";"132.440";"222.960";"70,7% (DM)";"71,0% (DM)";"5950";"Rotation";"36,60%";"62,33%";"66,66%";"61,45%";"66,66%";"65,04%";"68,76%";"70,68%";"63,81%";"69,72%";"68,10%";"63,81%";"57,53%";"63,81%";"60,14%";"60,75%";"36,95%";"63,03%";"67,23%";"62,09%";"67,23%";"65,60%";"69,34%";"71,04%";"64,34%";"69,98%";"68,67%";"64,34%";"58,16%";"64,34%";"60,78%";"61,27%";"8826849";"87"
"Coronel, Maximiliano";"D C";"Gimnasia (LP)";"26";"0";"0";"2.000";"1.275.850";"1.612.470";"64,2% (CB)";"65,3% (CB)";"5950";"Backup";"34,82%";"59,95%";"59,39%";"64,20%";"59,39%";"57,54%";"57,54%";"56,58%";"53,95%";"55,13%";"53,95%";"53,95%";"46,78%";"53,95%";"50,67%";"55,73%";"35,51%";"61,15%";"60,61%";"65,33%";"60,61%";"58,72%";"58,72%";"58,05%";"55,12%";"56,71%";"55,12%";"55,12%";"47,95%";"55,12%";"51,86%";"56,69%";"14022484";"87"
"Fernández, Ignacio";"AM LC";"Gimnasia (LP)";"26";"0";"0";"2.580";"1.661.550";"3.727.470";"74,4% (W)";"75,4% (W)";"5950";"Key Player";"37,26%";"57,61%";"64,34%";"56,45%";"64,34%";"64,37%";"64,37%";"64,83%";"74,37%";"72,14%";"69,22%";"73,87%";"70,13%";"69,22%";"70,83%";"64,92%";"37,63%";"58,42%";"65,30%";"57,14%";"65,30%";"65,32%";"65,32%";"65,79%";"75,36%";"73,22%";"70,15%";"74,86%";"71,06%";"70,15%";"71,81%";"65,68%";"14031117";"87"
"García, Matías";"WB/M L";"Gimnasia (LP)";"24";"0";"0";"2.710";"590.770";"447.140";"65,3% (W)";"68,6% (W)";"5950";"Backup";"34,01%";"54,79%";"64,26%";"53,44%";"60,53%";"63,89%";"59,87%";"57,88%";"65,32%";"59,12%";"60,81%";"64,55%";"55,60%";"60,81%";"56,78%";"53,10%";"35,57%";"57,57%";"67,47%";"55,89%";"63,56%";"67,06%";"62,84%";"60,87%";"68,55%";"62,21%";"63,81%";"67,74%";"58,67%";"63,81%";"59,92%";"55,59%";"14027425";"87"
"Licht, Lucas";"D/WB L";"Gimnasia (LP)";"34";"0";"0";"3.090";"190.100";"404.600";"71,1% (FB)";"71,1% (FB)";"5950";"Key Player";"31,84%";"59,42%";"71,14%";"58,24%";"66,22%";"70,55%";"65,67%";"63,76%";"70,74%";"65,91%";"66,63%";"66,63%";"60,93%";"66,63%";"61,76%";"57,44%";"31,84%";"59,42%";"71,14%";"58,24%";"66,22%";"70,55%";"65,67%";"63,73%";"70,74%";"65,88%";"66,63%";"66,63%";"60,93%";"66,63%";"61,76%";"57,44%";"952891";"87"
"Mazzola, Nicolás";"ST";"Gimnasia (LP)";"25";"0";"0";"1.890";"1.001.000";"2.453.060";"72,8% (TS)";"72,8% (TS)";"5950";"First Team";"35,17%";"58,93%";"57,17%";"58,84%";"57,17%";"56,97%";"56,97%";"59,27%";"61,10%";"61,33%";"61,10%";"61,10%";"58,05%";"61,10%";"69,56%";"72,81%";"35,17%";"58,93%";"57,17%";"58,84%";"57,17%";"56,97%";"56,97%";"59,12%";"61,10%";"61,12%";"61,10%";"61,10%";"58,05%";"61,10%";"69,56%";"72,81%";"14004044";"87"
"Medina, Antonio";"AM R, ST";"Gimnasia (LP)";"31";"0";"0";"2.720";"600.130";"965.390";"66,8% (W)";"68,3% (W)";"5950";"First Team";"30,60%";"49,87%";"59,12%";"47,95%";"59,12%";"59,30%";"59,30%";"56,48%";"62,45%";"59,87%";"66,42%";"66,42%";"55,63%";"66,84%";"64,05%";"58,30%";"31,34%";"51,14%";"60,40%";"49,08%";"60,40%";"60,55%";"60,55%";"57,50%";"63,78%";"60,82%";"67,83%";"67,83%";"57,06%";"68,26%";"65,59%";"59,58%";"14022870";"87"
"Mendoza, Javier";"AM LC";"Gimnasia (LP)";"23";"0";"0";"1.670";"950.950";"1.995.220";"71,0% (W)";"74,0% (W)";"5950";"Rotation";"33,82%";"52,13%";"57,40%";"50,09%";"57,40%";"58,42%";"58,42%";"59,08%";"70,98%";"67,10%";"66,07%";"70,51%";"66,63%";"66,07%";"65,78%";"59,70%";"35,36%";"54,78%";"60,32%";"52,47%";"60,32%";"61,27%";"61,27%";"62,04%";"73,99%";"70,36%";"68,88%";"73,50%";"69,63%";"68,88%";"68,62%";"62,03%";"14078836";"87"
"Meza, Maximiliano";"AM RLC";"Gimnasia (LP)";"24";"0";"0";"2.310";"533.690";"725.430";"70,4% (W)";"72,0% (W)";"5950";"First Team";"31,95%";"52,98%";"61,19%";"49,52%";"61,19%";"61,55%";"61,55%";"59,48%";"70,40%";"66,94%";"70,40%";"69,74%";"67,61%";"69,74%";"66,40%";"57,99%";"32,70%";"54,46%";"62,74%";"50,88%";"62,74%";"63,06%";"63,06%";"61,06%";"71,98%";"68,70%";"71,98%";"71,30%";"69,30%";"71,30%";"67,94%";"59,23%";"14061320";"87"
"Miloc, Dardo";"DM";"Gimnasia (LP)";"25";"0";"0";"2.200";"507.000";"653.350";"67,5% (DM)";"69,8% (DM)";"5950";"Rotation";"37,11%";"60,99%";"64,88%";"60,15%";"64,88%";"62,94%";"62,94%";"67,46%";"60,66%";"66,19%";"60,66%";"60,66%";"55,35%";"60,66%";"55,90%";"56,46%";"38,33%";"63,09%";"66,98%";"62,03%";"66,98%";"65,03%";"65,03%";"69,82%";"62,81%";"68,60%";"62,81%";"62,81%";"57,63%";"62,81%";"58,18%";"58,32%";"14021869";"87"
"Nicolaiesvky, Diego";"M C";"Gimnasia (LP)";"22";"0";"0";"1.080";"593.280";"856.210";"65,7% (M)";"72,6% (M)";"5950";"Backup";"34,66%";"55,11%";"61,91%";"54,95%";"61,91%";"61,42%";"61,42%";"59,21%";"61,75%";"65,69%";"61,75%";"61,75%";"62,61%";"61,75%";"60,16%";"55,54%";"37,66%";"60,68%";"67,70%";"59,95%";"67,70%";"67,15%";"67,15%";"65,31%";"67,67%";"72,58%";"67,67%";"67,67%";"69,13%";"67,67%";"66,46%";"60,62%";"14078839";"87"
"Oreja, Facundo";"D/WB/M R";"Gimnasia (LP)";"33";"0";"0";"2.230";"166.160";"331.430";"73,3% (FB)";"73,3% (FB)";"5950";"First Team";"35,12%";"63,42%";"68,20%";"68,47%";"73,27%";"66,65%";"71,60%";"65,30%";"65,55%";"65,66%";"69,96%";"65,55%";"58,48%";"65,55%";"60,51%";"62,05%";"35,12%";"63,42%";"68,20%";"68,47%";"73,27%";"66,65%";"71,60%";"65,40%";"65,55%";"65,79%";"69,96%";"65,55%";"58,48%";"65,55%";"60,51%";"62,05%";"965179";"87"
"Sapetti, Leandro";"D/WB/M L";"Gimnasia (LP)";"26";"0";"0";"1.440";"253.500";"362.460";"68,2% (FB)";"72,9% (FB)";"5950";"Rotation";"33,52%";"56,53%";"68,24%";"56,23%";"63,52%";"67,49%";"62,83%";"60,71%";"67,71%";"62,41%";"63,45%";"63,45%";"57,44%";"63,45%";"58,75%";"55,18%";"35,83%";"60,53%";"72,88%";"59,71%";"67,84%";"72,04%";"67,06%";"64,87%";"72,33%";"66,66%";"67,78%";"67,78%";"61,96%";"67,78%";"63,34%";"58,76%";"14027417";"87"
"Vegetti, Pablo";"ST";"Gimnasia (LP)";"27";"0";"0";"3.280";"1.899.000";"4.094.810";"75,3% (TS)";"75,9% (TS)";"5950";"Key Player";"34,67%";"58,16%";"58,52%";"58,19%";"58,52%";"58,44%";"58,44%";"61,38%";"65,98%";"64,42%";"65,98%";"65,98%";"61,94%";"65,98%";"71,32%";"75,27%";"34,93%";"58,64%";"58,88%";"58,59%";"58,88%";"58,81%";"58,81%";"61,96%";"66,53%";"65,07%";"66,53%";"66,53%";"62,59%";"66,53%";"72,09%";"75,91%";"14072217";"87"
